D;E;F;G;BC;BD;BE;BF;BG;BH;BI;BJ;BK;CC;CB;CA;CD;CE;CF;CG;CY;CZ;DA;DB;DC;DD;DE;DF;DG;DH;HS;HT;HW;HX;IE;IF;IG;IH;JR;JS;JT;JU;JV;JW;JX;JY;JZ;KA;KB;KF;KG;KH;KI;KJ;KK;KL;KM;KN;KO;KX;KY;KZ;LA;LB;LQ;LR;LS;LT;LU;LV;LW;LX;LY;LZ;MA;MB;MC;MD;ME;MF;MG;MH;MI;MJ;MK;ML;MM;MN;MO;MP;MQ;MR;MS;MT;MU;MV;MW;MX;MY;MZ
-212;-501;-248;-253;-450,9;-491,8;0;-12;-2;1;-4;-1;2;-37;-32;-28;-57;-54;1,5;-17,2;4;-6;-174;-201;-47;-33;-10;14;-37;-47;-282;-40;-14;-5;-2;-2;-11;-4;-90;66;18;10;15;19;-5;-59;6;0;15;0;-2;0;-19;-20;-8;-5;-22;0;5;12;-4;-7;0;1;-4;3,7;0,9;64;53;113;2272;-1340;283;60;-1;-140;-14448;61;-1168;-928;-662;-645;-1949;-4641;-1415;-2867;-6480;-3065;220;152;468;-1570;-1323;-1214;242;-201;-48;80,626;-21;-6,0305
-211;-362;-166;-196;-407,5;-438,7;0;7;-19;0;-8;-5;-6;-47;106;-37;-30;-66;0,3;-19,1;-5;-6;-127;-175;29;28;3;-13;26;41;-334;-7;-33;-8;-16;-16;-6;-4;-165;118;-11;52;-2;-20;-9;-99;-16;-12;-29;1;-2;-1;3;-46;9;-3;0;-16;1;-3;-7;-17;-1;0;-1,7;1,4;0,9;184;97;-342;2776;-315;-611;123;167;-197;-23485;-3015;-1931;-2184;-2202;12;-2532;-3145;-5455;-2767;-5277;-713;719;81;-1953;567;-3580;-1717;4;1723;-77;-39,8788;-11;1,4331
132;-48;-10;-38;-327,4;-345,9;-93;50;-9;-1;0;4;-12;-17;31;91;-36;-16;1,9;-25,2;1;-1;-127;-148;149;128;55;83;94;45;-298;22;1;-23;-10;1;8;12;-37;22;-11;20;25;38;22;-20;25;17;23;4;3;-1;-6;-68;-3;10;-3;1;-3;3;12;3;8;-1;1,3;1,5;2,4;154;240;11;5636;-3121;2121;148;-626;190;-14190;-410;-1480;-2086;-301;-1408;-1613;-735;-3366;-2235;367;-280;-502;1308;-60;145;-1273;959;-391;461;-107;8,968;19;-5,4414
-32;-19;-22;3;-460;-486,1;1;0;-1;0;0;0;-1;4;-10;4;-13;4;1,1;-16,2;-6;0;-29;-14;-3;14;6;10;-9;4;-9;8;-1;-7;-2;-2;-2;-2;11;17;13;-5;3;-10;-4;-1;0;0;21;0;0;0;4;-4;-4;0;0;-6;1;1;1;1;0;1;-0,8;0,8;1;61;6;-7;379;-159;310;9;-12;-7;-6576;-425;-415;-510;-273;238;-1560;46;-1865;-1671;-2810;80;-1628;365;-273;-79;874;-370;-1376;-48;-6;-27,4;-1;18,8218
-137;-250;-149;-101;-458,7;-485,6;3;-9;-10;0;-1;-8;-1;4;-9;-24;-20;-33;1,2;-17,1;-6;3;-106;-83;-10;-2;-8;21;-2;-23;-124;-30;-11;-1;-2;-4;-1;-5;-50;45;6;1;13;15;-5;-18;13;0;4;1;1;-1;-10;-19;-8;2;-1;0;0;0;-4;-6;0;0;-6;-0,6;-4,1;142;22;-31;1269;-379;529;76;-10;-288;-18931;-1256;-694;29;-672;-1796;-3280;-2960;-5787;-2971;-3540;-1867;-663;-1090;2253;784;591;-1816;-1308;-567;-18;-7,9333;-11;4,3897
-87;-172;-71;-101;-336,8;-358,9;1;-8;-11;0;-6;-8;3;-14;12;29;-26;-35;1,9;-24,4;-1;-4;-44;-74;2;0;-6;3;8;-3;-262;48;-39;9;-10;-9;4;3;-63;6;-15;6;2;0;-7;-9;0;0;10;0;0;0;-4;-8;-6;0;-1;2;4;17;-4;-2;0;1;0,2;1,1;-1,7;31;49;117;1160;-679;701;31;-11;-6;-9467;-661;-1241;-1556;-206;1033;-901;-1592;-1450;-2718;-4897;-1831;-2008;111;-195;1533;-3058;-112;-38;87;-44;7,3095;6;2,2118
-71;-127;-58;-69;-449,1;-469,5;0;-24;-2;0;-1;1;-2;-9;8;-10;-17;-14;1,8;-17,2;-1;-2;-53;-48;11;9;9;7;2;2;-68;-17;-5;-1;-4;-3;-3;-1;-48;-34;-14;-30;0;-37;-2;-78;-20;0;-11;1;0;0;3;-9;-4;0;1;-5;5;12;10;-7;0;0;-2,2;-0,1;1,1;40;38;17;907;-514;204;33;-5;-58;-3391;0;0;-974;-1180;-379;-25;379;-1305;257;-2930;-1335;-1084;-559;1708;-882;130;-609;-586;277;0;119;2;21,2511
-53;-167;-76;-91;-381,2;-388;1;-1;-6;0;-7;-3;4;-19;-4;13;-11;-32;2,4;-19,8;-4;-8;-109;-67;58;6;8;17;50;-11;-161;-36;-21;-14;-1;-5;1;1;-67;-102;-34;-67;-21;-32;6;-111;-4;0;-33;0;-1;0;-10;-21;-6;1;0;-11;-4;12;0;1;0;3;-1;0,5;0,5;64;25;-60;1497;-301;-87;57;4;-64;-12862;-281;-1244;-3557;-4574;1126;-1625;-1155;-46;-1381;-9065;-4003;-1564;1422;-2358;-591;-1582;1117;83;-1589;-79;38,4886;3;1,7625
-710;-1119;-535;-584;-416,1;-450,5;1;34;-8;3;-14;0;3;-105;55;-171;-74;-134;1;-17,2;-8;-17;-357;-471;-44;-13;-75;11;31;-24;-843;-52;-55;-13;-28;-25;-11;-14;-354;-1;-41;-126;-33;-98;2;-318;-48;-11;-54;-1;3;-4;-23;87;-41;2;6;-10;-12;45;-3;-39;2;2;-2,1;2,1;1,3;236;132;286;4897;599;-325;495;-211;-308;-80193;-4118;-5161;-8633;-8887;-6666;-11990;-11626;-10741;-12093;-14254;-10925;-2743;-8218;38;4783;-4449;-2004;7044;2518;-141;-49,997;-24;8,3844
-218;-349;-182;-167;-429,2;-458,7;3;-22;-3;-1;-8;8;-2;-48;-25;2;-19;-61;1,7;-18,1;2;-9;-110;-132;-2;-23;-7;-10;5;-13;-249;-22;-14;6;2;3;-7;-9;-104;-31;-31;-41;-18;-56;-27;-146;-21;0;-46;1;-4;0;-4;-18;-20;11;0;-8;-2;7;0;3;-1;-3;-1,7;-0,2;0,5;45;344;-34;1785;-689;373;-9;44;-85;-13237;-475;-1309;-506;-1198;-1619;-299;-1683;-4440;-1866;-11854;-1809;-446;-1516;-1037;-1062;934;-1831;-1736;-3351;-65;29,0606;-2;18,1065
-211;-228;-70;-158;-381;-407,7;-77;109;-6;2;-20;6;6;-28;204;-32;-37;-42;0,2;-18,9;-8;-24;-260;-330;222;249;105;189;117;60;-331;-4;-6;9;-3;-10;5;-4;-91;94;-8;42;-10;-81;-1;-57;-15;-17;4;0;-1;0;-126;-69;-72;-1;-7;-8;-65;49;43;28;5;1;0,7;1;1,1;333;155;-161;6947;-1624;3385;325;-467;-387;-51833;-3087;-3874;-5898;-2111;-8274;-6417;-9945;-4444;-7554;-27868;-15714;-8029;94;-4864;-1159;-5698;-4695;7298;4730;-35;14,3761;-29;6,686
-8;-189;-83;-106;-404,6;-431,3;-2;-3;6;1;4;-1;2;-25;23;12;-27;-35;0,3;-19;-10;-7;-67;-102;26;20;-1;28;27;-8;-230;6;-6;-5;-4;-2;-2;0;-89;-95;-81;-12;-24;-45;-10;-105;-29;-12;-24;0;0;0;-23;-17;-15;-3;-2;-1;-1;8;-8;4;0;-3;-0,1;-4,4;-4,5;-217;33;144;1432;-456;789;1;37;14;-20186;-816;-2531;-1102;-977;4;-4379;-2257;-4969;-3348;-8268;-3424;-2417;1085;1213;-2076;1504;-2009;-1618;-526;-48;-2,2216;-4;0,391
737;710;402;308;-340,9;-359,7;8;20;-49;1;-15;-31;-4;-59;321;242;-10;-1;-1,1;-20,7;-31;-21;-100;-150;511;469;259;321;252;148;-298;153;-130;-19;-19;-27;-19;-22;33;97;43;41;30;-43;18;-100;-9;3;-42;1;-1;0;-21;-143;-17;-6;-3;17;6;115;-9;6;0;1;-0,3;3,2;2,6;905;325;5;5301;3819;-3223;546;392;-214;-63801;-2985;-3400;-7132;-6711;-7414;-10428;-6560;-8598;-10607;-17784;-4728;-4176;-1371;-1968;-2576;-1488;-2058;2910;-2288;-262;-42,1938;-16;9,0427
-137;-310;-162;-148;-419,5;-438,8;0;-4;-7;0;-5;-4;2;-39;9;7;-55;-32;0,2;-18,1;-10;-3;-114;-135;-31;27;-8;13;-23;14;-196;-36;-8;-3;-9;-9;-11;0;-108;-31;-17;-63;-22;-55;-18;-152;-26;-4;-35;0;-2;2;-1;29;-5;-12;3;9;8;-3;-16;-14;0;-2;4,1;0,8;1,4;153;83;-33;1757;-453;670;-76;109;-21;-15406;-480;-986;-851;-968;-1286;-1445;-2316;-3429;-3633;-8626;-2294;-735;633;599;-2234;-199;-561;-4498;868;-25;23,1993;-27;10,4664
-80;-151;-89;-62;-409,8;-436,9;1;2;-11;0;-5;-5;-1;-2;-4;4;-26;-13;0,3;-18,9;-8;0;-63;-64;-2;13;0;18;-2;-5;-158;-11;-20;-5;-8;-10;3;-1;-53;-8;-21;-13;-18;-22;-2;-19;-16;0;-7;1;1;0;5;-15;3;0;4;6;8;6;-10;5;-1;0;-0,8;3,6;2,2;96;-3;10;845;-211;127;10;109;-73;-13266;-73;-1061;-841;-465;-837;-2298;-151;-4770;-2447;-4274;-3089;776;-1698;-972;893;-1273;-248;1311;-475;-25;-12,7813;14;-1,6357
-1218;-1429;-439;-990;-381,6;-411,3;18;348;-230;-13;-99;-74;-44;-185;1510;-332;-219;-363;-0,1;-17,1;-68;-29;-914;-1488;803;755;259;624;544;131;-1989;-52;-304;-139;-56;-37;-31;-48;-555;767;58;151;-23;9;177;-139;-29;28;-101;2;-11;-8;-207;-745;-198;-6;-49;104;167;266;-39;39;-1;-3;-0,4;3,2;2,9;4004;-43;-790;22099;17533;-14753;1455;922;-342;-347286;-18439;-31111;-39654;-29303;-35305;-52747;-36337;-48062;-52481;-69461;-45592;-15924;-3216;16541;-1920;-17235;1136;8067;-10035;-565;17,8648;-5;5,8795
-59;-90;-30;-60;-333,6;-348,7;11;12;-13;0;-1;-8;-4;-16;55;77;14;-77;-0,7;-24,5;0;-6;-52;-48;94;78;1;33;93;45;-284;-69;-35;-5;0;3;-6;-5;-145;0;-4;-17;-1;-19;1;-47;-2;0;-15;0;-2;0;-8;-5;1;4;0;7;-2;53;-7;13;-1;-2;-1,1;1,2;-0,1;126;42;-77;1365;34;109;150;112;-114;-11462;-592;-721;89;-1342;-1815;-2511;-488;-696;-3416;-5446;-2120;-509;-1571;-155;13;-638;-2171;1684;-227;-72;69,9224;18;20,9431
723;452;253;199;-364,4;-382,9;-315;347;-106;0;-57;-15;-34;-111;690;190;-114;-85;-0,2;-18,9;-10;-51;-472;-519;816;926;429;651;387;275;-814;27;-172;-83;-25;-33;-2;-15;-199;528;156;96;40;-37;49;-190;-22;6;-53;-1;-12;-28;-189;-263;-51;-5;-28;15;-29;132;84;-57;3;-5;1,2;3,1;2,4;2157;403;-1141;16075;1862;2110;1699;-430;-655;-80110;-2854;-5736;-10765;-12305;-9239;-10896;-9570;-8140;-8157;-34868;-18520;215;-8495;1459;-3001;-712;-1175;5068;-8818;-305;18,3358;-152;6,2043
-83;-294;-161;-133;-459,2;-474,9;3;5;1;-1;-1;1;2;-28;35;-14;-53;-29;1,3;-18,1;-7;-1;-106;-108;-28;9;-3;17;-25;-8;-237;-46;-6;-9;-2;-2;4;-2;-79;-41;-37;-23;-22;-26;-4;-59;-11;0;-12;0;0;0;3;-3;-8;0;6;-2;-3;-1;2;-7;0;1;-8,9;-1,2;-2,8;164;34;-59;1353;-1405;1112;61;-6;-146;-27277;-418;-1284;-2032;-1422;-2763;-4694;-2585;-2798;-9191;-4401;-1357;390;-634;827;207;-2694;-1085;-442;221;-32;61,8899;-10;10,3049
-153;-384;-180;-204;-410,9;-429,3;-3;65;-22;-4;-12;-3;-3;-58;36;15;-43;-74;0,7;-18,9;-5;-1;-183;-180;38;21;-2;42;40;-21;-326;-47;-48;-11;-5;-7;-2;-2;-105;31;-22;7;22;14;49;-66;8;27;19;0;3;0;-16;-20;20;-7;6;-5;-2;10;-5;3;0;1;-1,4;-1,1;-2,7;80;39;-432;2786;-1109;1258;-63;86;-270;-36733;-1139;-3984;-3471;-1032;-1586;-4691;-6157;-7644;-6290;-11260;-6082;-2846;847;1749;935;-1189;-4575;992;-1091;-96;3,2083;-4;6,3682
-35;-111;-38;-73;-385,1;-392,4;1;10;-2;0;-3;2;-1;-16;2;15;-6;-27;1,3;-19,9;1;-2;-32;-57;11;6;-1;-4;12;10;-70;-88;-7;-13;4;5;0;3;-62;15;9;3;8;18;13;0;19;10;9;1;3;0;-4;-6;11;0;0;8;1;-10;0;0;0;0;-4,1;-2,3;-1,5;57;14;46;741;-378;112;31;49;-100;-4897;0;-130;-134;-1045;-491;-1137;-1598;-298;-264;5516;-904;290;32;1049;603;2685;784;893;-26;-35;-25,4542;-1;9,1479
-117;-221;-114;-107;-432,4;-459,1;-1;-16;-8;0;-1;-4;-3;-26;-5;-15;-18;-26;0,7;-18,1;-3;6;-76;-96;-21;4;-2;3;-19;1;-159;-19;1;-12;7;7;2;4;-60;-90;-25;-55;-17;-31;1;-42;-10;0;-2;0;1;0;-1;-9;12;-6;1;0;5;-2;-3;-1;0;1;-2,2;-0,1;0,4;161;206;-493;1370;-374;-279;39;-104;-5;-7866;-254;-825;-640;-210;-1431;-1661;-1883;-1501;275;-1622;-958;-578;-842;245;1021;235;261;-154;-915;-1;-47,3572;-12;-5,7797
-148;-248;-125;-123;-450,8;-491,8;2;-8;2;0;4;0;-2;-23;-5;-2;-20;-39;1,4;-17,2;0;-6;-86;-147;-22;35;3;10;-25;25;-168;-47;-3;-5;-3;-2;-3;2;-68;25;-6;7;-1;-15;5;-46;-3;0;-6;0;0;0;-2;-5;-7;-1;1;-1;1;12;-7;-7;0;-3;-4,6;-2,5;-2,9;122;24;169;1075;-814;765;-156;62;-65;-19346;-1347;-193;-1569;-465;-1360;-4488;-2879;-6573;-41;-1161;-415;-487;-55;-125;-479;726;-904;1100;-522;-14;81,127;-15;7,0672
-66;-109;-53;-56;-471,4;-497,2;0;-1;1;0;0;1;0;-11;-3;9;-11;-20;0,6;-17,2;-1;-1;-47;-60;25;19;16;32;9;-13;-109;-37;-6;2;4;4;6;3;-42;-21;-3;-2;3;0;0;-40;10;0;8;1;-2;0;-7;-17;-3;0;0;-1;0;2;0;3;1;0;-3,2;12;6,7;-54;10;-168;1007;-435;145;81;6;-101;-5099;0;-158;-846;-763;-406;-894;-510;-1433;-809;-3641;149;-1430;639;-1325;-56;1540;-406;-1737;-1544;-8;31,881;4;25,0238
-68;-181;-102;-79;-401;-406,3;-52;-2;-10;0;-2;-5;-3;-20;39;31;-41;-37;0,8;-19,9;1;-9;-113;-116;37;29;14;48;23;-19;-298;45;-23;-12;-16;-18;2;0;-49;-22;-30;-3;-18;-33;-4;-28;-22;0;-8;-1;-1;-2;-5;-41;-5;3;2;13;0;17;-9;-6;0;4;0,1;2,6;1,4;159;-57;-73;1824;16;-389;96;-20;-86;-20283;-295;-990;-2111;-1534;-1665;-3171;-3591;-2241;-4024;-6075;-1695;-2030;-1837;-626;456;-410;903;1164;-2205;-34;32,0356;9;8,8625
-67;-134;-61;-73;-387,8;-415,7;-7;28;3;0;5;0;-2;-11;45;-29;9;-27;1,1;-20,8;1;0;-54;-54;17;-10;11;19;6;-29;-125;19;-19;2;-9;-5;2;1;-43;56;21;27;24;16;8;12;16;0;31;1;-1;-1;-94;-17;-2;1;-19;-3;-2;18;0;5;0;2;2,6;-0,9;3,4;-24;30;103;1386;-859;961;21;41;-66;-9981;-342;-1765;-1044;-307;-2086;-955;-577;-1144;-1782;-2469;-1331;-1559;-655;102;1047;621;-1095;536;91;-32;-22,548;23;4,7381
-193;-374;-168;-206;-417,7;-446,7;1;-2;-8;-3;-8;3;0;-22;-9;-33;-18;-54;0,8;-18;-2;0;-160;-137;21;-48;-1;0;22;-48;-250;-45;-17;-7;4;1;2;2;-72;33;10;-55;-20;-23;14;-52;-19;0;11;-2;2;0;13;-1;-12;3;3;-4;-3;21;-9;1;0;0;-0,1;2,9;1,9;507;-32;391;2139;-1142;1337;23;-34;-148;-17881;44;-2221;-2665;45;-1208;-3942;-1013;-3781;-2825;-10822;-4168;-2785;-638;-1291;-988;-882;-1172;-546;1393;-59;18,6226;-7;7,829
6;-9;-10;1;-368,1;-378,4;0;8;-10;0;-10;-5;5;-4;-5;16;-11;-2;1,8;-21,6;-2;-2;-24;-24;12;16;5;7;7;9;-54;8;-3;1;2;-2;1;-1;10;41;28;-7;6;5;-12;-11;0;0;0;0;0;0;3;2;3;0;0;1;1;1;11;-8;0;-4;-2;-2,8;-0,6;46;3;43;640;-360;359;23;31;13;-7807;406;-1841;-1310;-84;-502;-1098;-94;-1294;-1436;-1163;-1102;23;-511;222;0;1030;-617;114;0;0;58,1413;9;2,1363
-28;-132;-43;-89;-400,2;-424,2;-1;4;-6;0;-7;1;0;-12;47;-1;-12;-31;-0,4;-19,9;-3;3;-31;-64;24;-7;10;3;14;-10;-160;-7;-8;-6;-5;-6;1;-1;-60;-18;-6;-27;-3;-15;0;-53;0;0;-25;0;-1;0;-4;-7;-3;0;0;-2;3;4;0;0;0;0;-4,1;4,3;0,3;108;13;69;922;-324;-263;49;-21;-23;-10294;-293;-677;-1721;-659;-1549;-1066;-920;-982;-1974;-4782;-1586;-311;-524;-146;-1448;-491;134;-181;-516;-14;26,8636;-3;-0,9261
-101;-241;-106;-135;-414,1;-425,1;1;30;-22;-1;-14;-6;-1;-7;11;23;-43;-37;1;-18,9;-16;4;-99;-116;32;55;10;35;22;20;-313;41;-17;3;-7;-8;-4;-4;-108;0;-27;-29;2;-15;9;-83;-1;0;-8;-3;-1;1;3;-8;-4;-3;-1;0;10;64;-17;-1;0;0;-2,7;3,1;2,8;326;113;-110;2351;300;-810;127;88;-52;-18885;-625;-1606;-3746;-1415;-2968;-3219;-2511;-3056;93;-4935;-1549;-1855;-342;237;-582;-369;-2023;701;891;-39;33,9982;0;2,8229
-124;-286;-127;-159;-380,6;-399,7;8;63;-15;0;-9;1;-7;-24;59;-9;-21;-60;0,6;-19,9;-10;-13;-124;-165;54;68;-4;42;58;26;-217;-61;-45;-13;-16;-15;10;5;-99;-80;-36;-63;-10;8;12;-123;12;14;-34;-1;2;0;-5;33;-11;7;-1;4;2;8;7;9;0;0;-0,7;4,2;1,4;227;32;120;3183;-673;-81;100;38;-175;-24939;-1118;-2469;-1622;-2628;-4129;-2891;-3431;-4349;-1677;-10012;-4202;-2236;-1280;-394;1494;-1115;418;-1985;-712;-110;3,9762;-1;10,7304
-342;-486;-252;-234;-368,6;-386,5;3;106;-60;-2;-38;-35;15;-89;371;15;-175;-78;-0,1;-19,9;-12;-4;-202;-318;104;198;-9;96;113;102;-767;-58;-140;-48;-54;-47;-8;-11;-269;-80;-104;-99;-53;-189;29;-267;-71;-15;-103;-4;2;-14;-183;50;20;2;-9;-11;42;133;4;16;0;-3;-0,5;5,2;1,5;-268;95;-201;6459;11;2045;-253;224;-62;-84957;-5663;-9539;-9361;-6497;-8665;-9976;-8818;-15467;-10256;-35227;-21251;-3979;-10850;181;-2603;-698;2035;2496;-777;-305;9,643;-34;4,3044
-918;-869;-338;-531;-389,1;-415,9;-686;-6;-54;-5;-46;1;-4;-83;275;14;-55;-210;0,4;-18;6;-16;-445;-603;238;239;106;241;132;-2;-798;-342;-70;-28;-28;-26;12;11;-412;30;-22;-35;-9;-20;71;-183;-15;-12;-28;2;-1;-10;-52;52;-3;-6;-3;4;-21;87;-2;-15;1;0;0,2;4,9;-1;314;39;-162;8135;-586;5088;714;-613;-396;-56270;-1567;-4671;-4466;-6451;-5675;-7120;-8390;-11890;-6337;-38128;-18620;-4272;-297;-3062;-2337;-7862;1914;-5853;2458;-74;23,597;-66;6,1327
-244;-234;-87;-147;-374,3;-400,3;-21;107;-48;-6;-30;-12;0;-59;262;52;-65;-91;0,4;-19;8;-12;-304;-525;281;429;168;217;113;212;-604;123;-80;6;-42;-32;-24;-13;-240;95;1;88;30;-264;7;-387;-84;0;-117;4;-3;-1;-65;-2;11;1;-5;32;29;125;15;-39;0;-2;1,2;3,8;0,8;945;170;260;5974;4699;-3644;667;-128;-287;-88653;-3197;-7479;-5739;-8408;-10012;-14496;-11953;-11276;-15715;-40021;-24143;-2802;-3865;-506;1171;-5568;-7117;3321;-604;-103;3,648;-11;10,8061
-141;-302;-145;-157;-434,9;-461,2;0;23;-1;3;-1;1;-4;-25;22;-50;-22;-38;1,4;-18,1;0;5;-86;-75;-23;-49;-6;4;-17;-53;-170;-10;-1;0;-7;-2;3;1;-70;-10;-27;-1;-1;-13;-6;-54;2;0;0;0;-1;0;-5;-12;-9;2;0;0;5;-5;-2;-8;0;1;-2,6;-0,8;-0,1;91;26;32;1202;-531;643;89;-7;-99;-21568;-774;-54;78;-2406;-1349;-4855;-1691;-4319;-6490;-6204;-3501;87;-301;-1689;-540;406;-2025;1063;381;-33;28,1173;-4;13,6105
-107;-237;-138;-99;-391,9;-402,2;2;6;-13;-2;-1;-4;-6;-44;34;-22;0;-40;1,2;-20,8;-2;-2;-130;-76;29;28;-2;13;31;15;-213;7;-26;-1;-9;-8;-4;-6;-106;-58;-49;-54;-17;-44;-8;-162;-12;-12;-50;-1;-1;0;-50;-3;-7;9;-5;-14;-5;-19;0;6;0;-2;-4,8;-1,2;-0,7;100;29;6;1502;-1250;999;37;-2;-172;-14994;-1017;-1463;-4;-1064;-605;-1889;-3337;-3797;-2030;-7543;-708;-2583;-677;421;-676;79;-2159;652;-1949;-68;-40,8903;17;9,414
-403;-604;-218;-386;-382,3;-412,3;-4;686;-10;-2;-54;34;12;-50;587;-96;-119;-173;0,1;-18,1;-52;17;-274;-612;179;305;152;214;27;91;-1287;-36;-106;-19;-34;-39;6;-9;-313;22;-69;-26;-26;-112;-4;-454;-16;12;-136;-1;-5;0;100;-430;-27;2;-13;28;-71;170;-43;7;-3;5;-1,1;4,2;4,7;1360;-12;325;9819;6821;-4872;1276;-526;-476;-219198;-6076;-15692;-23364;-19096;-13696;-20918;-31228;-36800;-51677;-56029;-24802;-7650;-15916;-3762;-876;-9193;-5355;16657;-4735;-324;6,339;8;5,8211
-60;-182;-86;-96;-439,1;-456,4;1;30;-11;-1;-3;-4;-3;-8;-5;-1;-31;-17;0;-17,1;-6;-1;-58;-85;-7;4;-12;8;5;-4;-108;-26;-9;-8;2;3;1;2;-42;24;5;-49;-7;-7;3;-49;3;13;17;1;-3;0;-2;-15;-8;1;-3;0;1;10;-1;1;0;-1;-2;5,6;1,7;54;42;8;1149;-359;230;36;18;-27;-5792;18;-936;-356;254;-986;-1178;-289;-1742;-2;-5720;1100;-1027;-886;837;-426;-1670;-1291;-1142;-1215;-48;-59,1659;-17;4,5709
-36;-135;-83;-52;-461,7;-486,5;0;3;1;-1;1;-1;2;-16;21;-41;-13;-6;1,5;-17,2;-1;-3;-66;-45;6;-1;1;0;5;-1;-65;-4;-4;-3;-1;-1;-5;-3;-26;3;-9;-6;-9;7;8;-20;3;0;3;0;0;0;-1;-4;-1;3;0;5;0;-2;2;-2;0;0;-4,9;-0,5;0,1;24;30;-96;379;62;30;7;-5;12;-8390;0;-1715;-444;408;-1361;-713;-943;-2785;-1659;-3724;-58;-283;-799;685;-540;-954;-1478;-834;529;-6;133,7333;8;6,9131
-351;-311;-132;-179;-454,5;-482,8;1;2;-6;-1;0;-8;3;-15;-5;-23;-19;-47;0,6;-17,2;-5;-2;-105;-142;-10;-17;-18;15;8;-32;-245;2;-15;-1;4;2;-1;-3;-79;-10;-21;-6;-17;-6;-3;-33;2;0;1;0;-1;0;-3;16;12;0;2;6;0;7;-11;-5;0;0;-0,2;-1,2;2;31;26;68;1151;-152;551;132;0;-77;-12931;-606;-508;112;-1881;-91;-2925;-879;-1346;-4938;1284;-462;-1989;535;547;719;597;809;385;-2;-15;-8,0952;-8;1,8468
-15;-176;-84;-92;-372,6;-398,3;0;2;-13;-1;0;-6;-6;-18;-2;22;-10;-39;1,2;-21,7;-7;0;-54;-56;14;-14;-2;-4;16;-10;-189;-4;-24;-2;-5;-4;-1;2;-64;-7;-15;13;13;-19;10;-72;0;0;-22;0;-1;0;7;-3;8;2;-2;5;3;16;-3;3;0;0;-1,1;4,1;0,6;27;26;50;1188;-803;719;7;18;-79;-5572;-915;-687;-836;511;-725;-426;-1087;-1356;-161;-5555;-1244;-1276;885;-774;-73;-1085;131;-1160;-734;-18;0,9868;-12;25,5475
-428;-476;-151;-325;-359,5;-392,7;-7;66;-78;5;-61;-10;-12;-201;516;14;-90;-154;-0,4;-18,1;-16;-28;-236;-411;238;281;48;147;190;134;-978;-118;-157;-37;-48;-30;-4;4;-247;207;23;93;34;-81;107;-160;-25;-4;-43;1;6;5;-93;-30;20;10;26;8;191;84;19;25;-3;6;1,1;2,6;1,3;874;176;200;6884;6155;-4785;699;106;-393;-74720;-4718;-9916;-2873;-7853;-6300;-14123;-12874;-11863;-3571;-46437;-22529;-4650;2739;-4791;-2801;-9689;-2458;5106;-7071;-304;8,739;76;9,3329
-50;-79;-41;-38;-448,9;-509,4;0;-4;-4;0;1;-5;0;3;-6;-16;1;-10;1,6;-18,1;-1;0;-46;-48;9;9;7;12;2;-3;-57;18;-4;-2;1;-1;1;1;2;-23;4;-10;-1;-1;-2;-34;0;0;11;-1;-1;0;-1;16;-9;2;3;-1;0;-7;-4;5;0;0;4,2;8,4;-0,3;43;13;65;637;-319;230;-43;31;-12;-8438;-406;-904;-795;297;-281;-1843;-1391;-3088;-230;-761;-1486;148;1505;-920;-52;-787;-1179;957;922;8;32,5079;5;5,8979
1483;1204;449;755;-353,8;-374,7;10;86;-63;-12;-47;-18;14;-156;1832;239;-158;-143;-1;-18,1;-6;-27;-621;-769;1078;1573;516;1041;562;532;-1333;81;-193;-8;-53;-35;-7;10;-140;368;54;-170;-79;-540;-154;-740;-149;-70;-211;1;7;-14;60;-126;91;14;10;-37;-22;383;-7;-24;0;-2;-1,5;3;0,9;4589;328;465;18449;1997;-1906;2252;817;-1799;-193527;-11342;-24037;-20511;-16229;-20007;-21858;-31528;-24323;-22572;-106019;-57223;-18382;-18469;9675;2216;-10354;-10414;-1461;343;-605;-56,9993;-150;10,3407
-201;-318;-160;-158;-437,8;-457,4;7;12;-5;-1;-4;-3;3;-7;35;6;-34;-61;0,7;-18,1;-7;-5;-143;-148;10;36;-1;34;11;2;-346;29;-29;6;-8;-6;-1;-3;-83;29;6;-19;-9;-15;4;-46;-13;0;-10;0;0;0;-22;-2;-9;1;0;0;-5;18;1;9;0;-3;-3,1;0,4;-0,9;119;35;55;1886;-376;207;48;-36;-186;-12637;-873;-1209;-2415;-210;-1612;-1915;-1545;-982;-1878;2121;-835;277;886;104;-1112;89;1642;323;895;-54;-10,9057;-24;3,5223
-198;-340;-218;-122;-441;-466,3;-2;-1;-13;0;-5;-8;0;-20;-11;-32;-43;-30;1,8;-18,1;-8;-2;-123;-111;-40;8;-11;0;-29;8;-231;-10;-16;-7;5;2;1;0;-78;42;18;8;10;9;10;-14;4;0;12;0;0;0;-18;-21;2;0;-8;2;0;5;0;-5;0;1;-0,9;-1,4;0,6;184;122;-71;1854;-234;18;77;30;-70;-17322;146;-2051;-636;-1007;-1560;-1756;-1897;-4556;-3790;-3373;-1637;44;1498;319;80;-2236;249;-285;-1673;-12;32,5467;11;9,7921
